id,type
id,text
name,text
has_lights,bool
park,text
field_usage,text
goal_post,int
infield_type,text
left_field_distance,text
center_field_distance,text
right_field_distance,text
backstop,text
neighborhood,text
council_district,text
ward,text
tract,text
public_works_division,text
pli_division,text
police_zone,text
fire_zone,text
latitude,float
longitude,float
